Reaction,Target_Nucleus,Target_Z,Target_N,Target_Mass_A,Projectile,Compound_Nucleus,Compound_A,Compound_Z,Neutron_Excess,Isospin_Tz,Reduced_Mass_mu,Coulomb_Barrier_MeV,Gamow_Peak_E0_MeV,Gamow_Window_dE0_MeV,Energy_c.m._MeV,Sommerfeld_eta,Gamow_Factor_Exp_2pi_eta,S_Factor_S_E_keV_b,Cross_Section_sigma_nb,S0_Experimental_keV_b,S0_Exp_Uncertainty,S0_Theoretical_EFT_keV_b,ML_Polynomial_Reg_S0,ML_Cubic_Spline_S0,ML_Power_Law_S0,PCA_Component_1,PCA_Component_2,tSNE_Component_1,tSNE_Component_2,Network_Degree_Centrality
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.3887,2.626,6.8297e-08,0.05,1.4289e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.418,2.61,7.5500e-08,0.05,1.5604e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.4472,2.5944,8.3285e-08,0.05,1.7008e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.4765,2.579,9.1742e-08,0.05,1.8513e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.5057,2.5639,1.0085e-07,0.05,2.0114e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.535,2.5491,1.1072e-07,0.05,2.1828e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.5642,2.5345,1.2133e-07,0.05,2.3645e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.5934,2.5202,1.3274e-07,0.05,2.5578e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.6227,2.5061,1.4505e-07,0.05,2.7638e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.6519,2.4922,1.5823e-07,0.05,2.9816e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.6812,2.4786,1.7240e-07,0.05,3.2132e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.7104,2.4652,1.8753e-07,0.05,3.4575e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.7397,2.452,2.0377e-07,0.05,3.7167e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.7689,2.439,2.2106e-07,0.05,3.9896e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.7982,2.4262,2.3958e-07,0.05,4.2785e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.8274,2.4137,2.5926e-07,0.05,4.5820e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.8566,2.4013,2.8021e-07,0.05,4.9016e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.8859,2.3891,3.0257e-07,0.05,5.2390e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.9151,2.3771,3.2626e-07,0.05,5.5925e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.9444,2.3652,3.5149e-07,0.05,5.9651e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.9736,2.3536,3.7816e-07,0.05,6.3547e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.0029,2.3421,4.0653e-07,0.05,6.7646e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.0321,2.3308,4.3645e-07,0.05,7.1926e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.0613,2.3196,4.6810e-07,0.05,7.6406e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.0906,2.3086,5.0167e-07,0.05,8.1108e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.1198,2.2978,5.3699e-07,0.05,8.6005e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.1491,2.2871,5.7438e-07,0.05,9.1138e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.1783,2.2765,6.1367e-07,0.05,9.6477e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.2076,2.2661,6.5520e-07,0.05,1.0206e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.2368,2.2559,6.9876e-07,0.05,1.0787e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.2661,2.2457,7.4474e-07,0.05,1.1393e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.2953,2.2357,7.9289e-07,0.05,1.2022e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.3245,2.2259,8.4346e-07,0.05,1.2677e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.3538,2.2162,8.9672e-07,0.05,1.3359e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.383,2.2066,9.5238e-07,0.05,1.4066e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.4123,2.1971,1.0109e-06,0.05,1.4802e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.4415,2.1877,1.0720e-06,0.05,1.5564e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.4708,2.1785,1.1362e-06,0.05,1.6356e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,3.5,2.1694,1.2031e-06,0.05,1.7175e+01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.02,30.9397,3.7439e-85,0.03,5.6158e-76,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.0492,19.7264,1.4843e-54,0.03,9.0504e-46,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.0785,15.6169,2.4280e-43,0.03,9.2790e-35,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.1077,13.3328,4.1493e-37,0.03,1.1558e-28,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.137,11.8214,5.5236e-33,0.03,1.2095e-24,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.1662,10.7328,5.1607e-30,0.03,9.3151e-22,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.1955,9.8959,9.9179e-28,0.03,1.5219e-19,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.2247,9.2306,6.4868e-26,0.03,8.6603e-18,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.2539,8.6836,2.0167e-24,0.03,2.3828e-16,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.2832,8.2221,3.6632e-23,0.03,3.8804e-15,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.3124,7.8284,4.3464e-22,0.03,4.1737e-14,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.3417,7.4853,3.7542e-21,0.03,3.2959e-13,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.3709,7.1846,2.4833e-20,0.03,2.0085e-12,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.4002,6.9166,1.3376e-19,0.03,1.0027e-11,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.4294,6.6773,6.0167e-19,0.03,4.2033e-11,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.4587,6.4605,2.3490e-18,0.03,1.5362e-10,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.4879,6.2642,8.0643e-18,0.03,4.9582e-10,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.5171,6.0848,2.4900e-17,0.03,1.4445e-09,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.5464,5.9194,7.0391e-17,0.03,3.8645e-09,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.5756,5.7673,1.8304e-16,0.03,9.5393e-09,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.6049,5.6259,4.4507e-16,0.03,2.2071e-08,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.6341,5.4948,1.0140e-15,0.03,4.7971e-08,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.6634,5.3721,2.1924e-15,0.03,9.9132e-08,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.6926,5.2576,4.5004e-15,0.03,1.9492e-07,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.7218,5.1502,8.8398e-15,0.03,3.6737e-07,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.7511,5.0487,1.6722e-14,0.03,6.6781e-07,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.7803,4.9534,3.0445e-14,0.03,1.1704e-06,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.8096,4.8629,5.3746e-14,0.03,1.9914e-06,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.8388,4.7775,9.1910e-14,0.03,3.2868e-06,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.8681,4.6962,1.5320e-13,0.03,5.2936e-06,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.8973,4.6191,2.4860e-13,0.03,8.3103e-06,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.9266,4.5455,3.9480e-13,0.03,1.2780e-05,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.9558,4.4756,6.1279e-13,0.03,1.9231e-05,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,0.985,4.4087,9.3260e-13,0.03,2.8400e-05,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.0143,4.3446,1.3955e-12,0.03,4.1268e-05,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.0435,4.2834,2.0501e-12,0.03,5.8930e-05,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.0728,4.2245,2.9682e-12,0.03,8.2990e-05,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.102,4.1681,4.2291e-12,0.03,1.1511e-04,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.1313,4.1138,5.9497e-12,0.03,1.5775e-04,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.1605,4.0617,8.2532e-12,0.03,2.1332e-04,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.1897,4.0115,1.1311e-11,0.03,2.8516e-04,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.219,3.963,1.5340e-11,0.03,3.7746e-04,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.2482,3.9164,2.0563e-11,0.03,4.9412e-04,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.2775,3.8712,2.7311e-11,0.03,6.4124e-04,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.3067,3.8277,3.5896e-11,0.03,8.2395e-04,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.336,3.7855,4.6796e-11,0.03,1.0506e-03,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.3652,3.7448,6.0434e-11,0.03,1.3277e-03,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.3945,3.7053,7.7482e-11,0.03,1.6665e-03,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.4237,3.6671,9.8497e-11,0.03,2.0751e-03,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.4529,3.6301,1.2431e-10,0.03,2.5661e-03,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.4822,3.594,1.5591e-10,0.03,3.1550e-03,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.5114,3.5591,1.9413e-10,0.03,3.8523e-03,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.5407,3.5251,2.4037e-10,0.03,4.6792e-03,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.5699,3.4922,2.9563e-10,0.03,5.6480e-03,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
"64Ni(p, gamma)65Cu",64Ni,28,36,64,p,6564Ni,65,29,7,3.5,0.9846,6.72,0.0681,0.0216,1.5992,3.46,3.6178e-10,0.03,6.7852e-03,0.03,0.02,0.03,0.0587,0.03,0.0612,0.1049,0.0446,29.8,-18.25,0.762
